frame_no,component,score,norm_score,threshold,status
0,RoboArm,0.6634257435798645,0.6708595651927843,0.9889189600944519,normal
1,RoboArm,0.6604046821594238,0.6678046521591096,0.9889189600944519,normal
2,RoboArm,0.65955650806427,0.6669469740991473,0.9889189600944519,normal
3,RoboArm,0.6623135209083557,0.6697348798379779,0.9889189600944519,normal
4,RoboArm,0.6608700156211853,0.6682751997778114,0.9889189600944519,normal
5,RoboArm,0.6637412905693054,0.6711786479510022,0.9889189600944519,normal
6,RoboArm,0.6619373559951782,0.6693544999197472,0.9889189600944519,normal
7,RoboArm,0.5587579607963562,0.5650189584220219,0.9889189600944519,normal
8,RoboArm,0.31556236743927,0.3190983085298825,0.9889189600944519,normal
9,RoboArm,0.6243295669555664,0.6313253078856295,0.9889189600944519,normal
10,RoboArm,0.6170529723167419,0.6239671775104879,0.9889189600944519,normal
11,RoboArm,0.7828301787376404,0.7916019515520989,0.9889189600944519,normal
12,RoboArm,0.4063848853111267,0.41093851135416876,0.9889189600944519,normal
13,RoboArm,0.45562389492988586,0.46072925418112026,0.9889189600944519,normal
14,RoboArm,0.44270655512809753,0.44766717293580305,0.9889189600944519,normal
15,RoboArm,0.5775178074836731,0.5839890130415886,0.9889189600944519,normal
16,RoboArm,0.5256009101867676,0.5314903762554692,0.9889189600944519,normal
17,RoboArm,0.4318682849407196,0.43670745770661706,0.9889189600944519,normal
18,RoboArm,0.36222419142723083,0.366282987832122,0.9889189600944519,normal
19,RoboArm,0.37716415524482727,0.3813903570104513,0.9889189600944519,normal
20,RoboArm,0.6277175545692444,0.6347512585958418,0.9889189600944519,normal
21,RoboArm,0.9003385901451111,0.9104270688258617,0.9889189600944519,normal
22,RoboArm,0.7131287455558777,0.7211194995065789,0.9889189600944519,normal
23,RoboArm,0.8364647626876831,0.845837522022828,0.9889189600944519,normal
24,RoboArm,0.7187911868095398,0.7268453895766017,0.9889189600944519,normal
25,RoboArm,1.0084750652313232,1.0197752353084661,0.9889189600944519,UNEXPECTED
26,RoboArm,0.584716260433197,0.5912681261337639,0.9889189600944519,normal
27,RoboArm,0.5315170884132385,0.5374728464731561,0.9889189600944519,normal
28,RoboArm,0.5392181277275085,0.5452601775134412,0.9889189600944519,normal
29,RoboArm,0.5391390323638916,0.5451801958700421,0.9889189600944519,normal
30,RoboArm,0.5888482928276062,0.5954464587991772,0.9889189600944519,normal
31,RoboArm,0.5846346020698547,0.5911855527717015,0.9889189600944519,normal
32,RoboArm,0.5082360506057739,0.5139309398590479,0.9889189600944519,normal
33,RoboArm,0.5457441210746765,0.5518592959554061,0.9889189600944519,normal
34,RoboArm,0.6994092464447021,0.7072462705921843,0.9889189600944519,normal
35,RoboArm,0.7836664319038391,0.7924475751066508,0.9889189600944519,normal
36,RoboArm,0.7239254713058472,0.732037204784409,0.9889189600944519,normal
37,RoboArm,0.6400465369224548,0.64721838972662,0.9889189600944519,normal
38,RoboArm,0.6782700419425964,0.6858701969651939,0.9889189600944519,normal
39,RoboArm,0.6921468377113342,0.6999024850784812,0.9889189600944519,normal
40,RoboArm,0.5978115200996399,0.6045101208723339,0.9889189600944519,normal
41,RoboArm,0.3547169864177704,0.35869166304981276,0.9889189600944519,normal
42,RoboArm,0.35777848958969116,0.36178747099309294,0.9889189600944519,normal
43,RoboArm,0.35072147846221924,0.3546513846076141,0.9889189600944519,normal
44,RoboArm,0.35207098722457886,0.35601601489261814,0.9889189600944519,normal
45,RoboArm,0.35124170780181885,0.35517744322373157,0.9889189600944519,normal
46,RoboArm,0.35368674993515015,0.3576498825559674,0.9889189600944519,normal
47,RoboArm,0.34809985756874084,0.35200038791398414,0.9889189600944519,normal
48,RoboArm,0.35049769282341003,0.3544250914047941,0.9889189600944519,normal
49,RoboArm,0.3727514147758484,0.37692817087888253,0.9889189600944519,normal
50,RoboArm,0.4020158648490906,0.4065205351211933,0.9889189600944519,normal
51,RoboArm,0.4862217307090759,0.49166994498986727,0.9889189600944519,normal
52,RoboArm,0.650283694267273,0.6575702565204778,0.9889189600944519,normal
53,RoboArm,0.7291997075080872,0.7373705398857365,0.9889189600944519,normal
54,RoboArm,0.7410559058189392,0.7493595893319315,0.9889189600944519,normal
55,RoboArm,0.7275530099868774,0.7357053907808468,0.9889189600944519,normal
56,RoboArm,0.6751508712768555,0.6827160753519901,0.9889189600944519,normal
57,RoboArm,0.6441707611083984,0.6513888266909894,0.9889189600944519,normal
58,RoboArm,0.9222391843795776,0.9325730637134253,0.9889189600944519,normal
59,RoboArm,0.8106525540351868,0.8197360822748925,0.9889189600944519,normal
60,RoboArm,0.6168245673179626,0.6237362131868213,0.9889189600944519,normal
61,RoboArm,0.49388375878334045,0.4994178276611963,0.9889189600944519,normal
62,RoboArm,0.5482577681541443,0.5544011089662797,0.9889189600944519,normal
63,RoboArm,0.5413884520530701,0.5474548207684904,0.9889189600944519,normal
64,RoboArm,0.42945170402526855,0.43426379850604896,0.9889189600944519,normal
65,RoboArm,0.4167185425758362,0.42138795936932516,0.9889189600944519,normal
66,RoboArm,0.41601672768592834,0.4206782804995411,0.9889189600944519,normal
67,RoboArm,0.5187610387802124,0.524573862686044,0.9889189600944519,normal
68,RoboArm,0.9675299525260925,0.9783713242121311,0.9889189600944519,normal
69,RoboArm,0.7787160873413086,0.7874417609173285,0.9889189600944519,normal
70,RoboArm,0.8163109421730042,0.8254578738130758,0.9889189600944519,normal
71,RoboArm,0.6244630813598633,0.631460318346228,0.9889189600944519,normal
72,RoboArm,0.7255159616470337,0.7336455168962879,0.9889189600944519,normal
73,RoboArm,0.3385949432849884,0.34238896911497085,0.9889189600944519,normal
74,RoboArm,0.3567517101764679,0.36074918630581665,0.9889189600944519,normal
75,RoboArm,0.32645028829574585,0.33010823077410356,0.9889189600944519,normal
