frame_no,component,score,norm_score,threshold,status
100,RoboArm,0.5447837114334106,0.5508881247270031,0.9889189600944519,normal
101,RoboArm,0.8939192891120911,0.9039358382073215,0.9889189600944519,normal
102,RoboArm,0.7073094248771667,0.715234972145353,0.9889189600944519,normal
103,RoboArm,0.8650381565093994,0.8747310865864877,0.9889189600944519,normal
104,RoboArm,0.7280682325363159,0.7362263865046919,0.9889189600944519,normal
105,RoboArm,0.9719225764274597,0.9828131683658196,0.9889189600944519,normal
106,RoboArm,0.5811471939086914,0.587659067486365,0.9889189600944519,normal
107,RoboArm,0.5455495715141296,0.5516625664271054,0.9889189600944519,normal
108,RoboArm,0.555009663105011,0.561228660285775,0.9889189600944519,normal
109,RoboArm,0.5459140539169312,0.5520311329300338,0.9889189600944519,normal
110,RoboArm,0.5697419047355652,0.576125979707325,0.9889189600944519,normal
111,RoboArm,0.6326514482498169,0.6397404375676974,0.9889189600944519,normal
112,RoboArm,0.6109114289283752,0.6177568168680141,0.9889189600944519,normal
113,RoboArm,0.5435174703598022,0.5496076951622919,0.9889189600944519,normal
114,RoboArm,0.6594230532646179,0.6668120239110759,0.9889189600944519,normal
115,RoboArm,0.7162036299705505,0.7242288386321825,0.9889189600944519,normal
116,RoboArm,0.7144638895988464,0.7224696041125633,0.9889189600944519,normal
117,RoboArm,0.6627220511436462,0.6701479877383982,0.9889189600944519,normal
118,RoboArm,0.6669878959655762,0.6744616322270451,0.9889189600944519,normal
119,RoboArm,0.6938816905021667,0.701656777250882,0.9889189600944519,normal
120,RoboArm,0.53330397605896,0.5392797565616742,0.9889189600944519,normal
121,RoboArm,0.37025219202041626,0.37440094381955563,0.9889189600944519,normal
122,RoboArm,0.35284608602523804,0.3567997988344137,0.9889189600944519,normal
123,RoboArm,0.3498481512069702,0.3537682715412354,0.9889189600944519,normal
124,RoboArm,0.3551425635814667,0.3591220088929703,0.9889189600944519,normal
125,RoboArm,0.3537718951702118,0.3577359818608624,0.9889189600944519,normal
126,RoboArm,0.35870710015296936,0.36272648682831315,0.9889189600944519,normal
127,RoboArm,0.35421642661094666,0.35818549436762276,0.9889189600944519,normal
128,RoboArm,0.3583165109157562,0.3623315209585357,0.9889189600944519,normal
129,RoboArm,0.3571346700191498,0.36113643729213135,0.9889189600944519,normal
130,RoboArm,0.35344254970550537,0.3574029460126318,0.9889189600944519,normal
131,RoboArm,0.3959830105304718,0.4004200814318004,0.9889189600944519,normal
132,RoboArm,0.43508243560791016,0.43995762359167967,0.9889189600944519,normal
133,RoboArm,0.5896863341331482,0.5962938905295405,0.9889189600944519,normal
134,RoboArm,0.7054638862609863,0.7133687538902149,0.9889189600944519,normal
135,RoboArm,0.7489635348320007,0.7573558249509819,0.9889189600944519,normal
136,RoboArm,0.7115606665611267,0.719533849864872,0.9889189600944519,normal
137,RoboArm,0.6775944828987122,0.6851870681435767,0.9889189600944519,normal
138,RoboArm,0.9227935671806335,0.9331336584875441,0.9889189600944519,normal
139,RoboArm,0.8135328888893127,0.8226486918721955,0.9889189600944519,normal
140,RoboArm,0.5986608266830444,0.6053689441103103,0.9889189600944519,normal
141,RoboArm,0.4889364540576935,0.49441508737075385,0.9889189600944519,normal
142,RoboArm,0.6102903485298157,0.6171287771361231,0.9889189600944519,normal
143,RoboArm,0.5244627594947815,0.5303394723513947,0.9889189600944519,normal
144,RoboArm,0.5163947343826294,0.522181043362045,0.9889189600944519,normal
145,RoboArm,0.5151719450950623,0.5209445524695553,0.9889189600944519,normal
146,RoboArm,0.4428717792034149,0.4478342483807936,0.9889189600944519,normal
147,RoboArm,0.43368569016456604,0.4385452273289862,0.9889189600944519,normal
148,RoboArm,0.42195624113082886,0.4266843474115692,0.9889189600944519,normal
149,RoboArm,0.5313456654548645,0.537299502685352,0.9889189600944519,normal
150,RoboArm,0.939903736114502,0.9504355503758685,0.9889189600944519,normal
151,RoboArm,0.7540236711502075,0.7624726611351355,0.9889189600944519,normal
152,RoboArm,0.7522624135017395,0.7606916682332501,0.9889189600944519,normal
153,RoboArm,0.7545511722564697,0.7630060729995534,0.9889189600944519,normal
154,RoboArm,0.6802079677581787,0.6878298376372639,0.9889189600944519,normal
155,RoboArm,0.3672637641429901,0.3713790299944423,0.9889189600944519,normal
156,RoboArm,0.3330950140953064,0.3368274120899577,0.9889189600944519,normal
157,RoboArm,0.5597180724143982,0.5659898282877895,0.9889189600944519,normal
158,RoboArm,0.6108089685440063,0.6176532083940102,0.9889189600944519,normal
159,RoboArm,0.7701765894889832,0.7788065762389907,0.9889189600944519,normal
160,RoboArm,0.42703014612197876,0.43181510654947197,0.9889189600944519,normal
161,RoboArm,0.42845553159713745,0.43325646376141436,0.9889189600944519,normal
162,RoboArm,0.6234639286994934,0.6304499699752406,0.9889189600944519,normal
163,RoboArm,0.6429547667503357,0.6501592068665838,0.9889189600944519,normal
164,RoboArm,0.5318400859832764,0.5377994632972556,0.9889189600944519,normal
165,RoboArm,0.3901742100715637,0.39454619217159925,0.9889189600944519,normal
166,RoboArm,0.39738914370536804,0.4018419706175047,0.9889189600944519,normal
167,RoboArm,0.449882835149765,0.45492386464791473,0.9889189600944519,normal
168,RoboArm,0.6005635261535645,0.6072929637188921,0.9889189600944519,normal
169,RoboArm,0.8574554920196533,0.8670634567849296,0.9889189600944519,normal
170,RoboArm,0.7014784216880798,0.7093386313688247,0.9889189600944519,normal
171,RoboArm,0.7619072794914246,0.7704446069257835,0.9889189600944519,normal
172,RoboArm,0.709358274936676,0.7173067799902684,0.9889189600944519,normal
173,RoboArm,0.7172530293464661,0.7252899967434754,0.9889189600944519,normal
174,RoboArm,0.5604742169380188,0.5667544455659822,0.9889189600944519,normal
175,RoboArm,0.5434711575508118,0.5495608634087719,0.9889189600944519,normal
176,RoboArm,0.5371723175048828,0.5431914435674056,0.9889189600944519,normal
177,RoboArm,0.5548208951950073,0.5610377771925985,0.9889189600944519,normal
178,RoboArm,0.5813714861869812,0.587885873005665,0.9889189600944519,normal
179,RoboArm,0.6199530959129333,0.6268997975867724,0.9889189600944519,normal
180,RoboArm,0.8748968243598938,0.8847002228335598,0.9889189600944519,normal
181,RoboArm,0.7618391513824463,0.770375715427362,0.9889189600944519,normal
182,RoboArm,0.6867991089820862,0.6944948339512975,0.9889189600944519,normal
183,RoboArm,0.7360305786132812,0.7442779523035769,0.9889189600944519,normal
184,RoboArm,0.6825128793716431,0.6901605762583984,0.9889189600944519,normal
185,RoboArm,0.6335475444793701,0.6406465747394102,0.9889189600944519,normal
186,RoboArm,0.684960126876831,0.6926352456741353,0.9889189600944519,normal
187,RoboArm,0.7005545496940613,0.7084044071995051,0.9889189600944519,normal
188,RoboArm,0.6165201663970947,0.6234284013911623,0.9889189600944519,normal
189,RoboArm,0.6232861876487732,0.630270237299569,0.9889189600944519,normal
190,RoboArm,0.6186196208000183,0.6255513806115456,0.9889189600944519,normal
191,RoboArm,0.6184083819389343,0.6253377747756702,0.9889189600944519,normal
192,RoboArm,0.6182981133460999,0.6252262706006224,0.9889189600944519,normal
193,RoboArm,0.6184197068214417,0.6253492265558103,0.9889189600944519,normal
194,RoboArm,0.6184578537940979,0.6253878009731241,0.9889189600944519,normal
195,RoboArm,0.6183426976203918,0.6252713544508579,0.9889189600944519,normal
196,RoboArm,0.6181413531303406,0.6250677538544733,0.9889189600944519,normal
197,RoboArm,0.6178162693977356,0.624739027491927,0.9889189600944519,normal
198,RoboArm,0.6181406378746033,0.6250670305841487,0.9889189600944519,normal
199,RoboArm,0.6184219717979431,0.6253515169118382,0.9889189600944519,normal
200,RoboArm,0.6331658363342285,0.6402605894761636,0.9889189600944519,normal
201,RoboArm,0.6104326844215393,0.6172727079307254,0.9889189600944519,normal
202,RoboArm,0.6035105586051941,0.6102730182739672,0.9889189600944519,normal
203,RoboArm,0.5948405861854553,0.6015058970339106,0.9889189600944519,normal
204,RoboArm,0.703488826751709,0.7113715634337909,0.9889189600944519,normal
205,RoboArm,0.7210431098937988,0.7291225459211863,0.9889189600944519,normal
206,RoboArm,0.9794999361038208,0.99047543391247,0.9889189600944519,normal
207,RoboArm,0.9162375926971436,0.9265042229644717,0.9889189600944519,normal
208,RoboArm,0.7994496822357178,0.8084076799977241,0.9889189600944519,normal
209,RoboArm,0.9652034044265747,0.9760187066636763,0.9889189600944519,normal
210,RoboArm,0.9982054233551025,1.0093905199873645,0.9889189600944519,UNEXPECTED
211,RoboArm,0.5065258741378784,0.5122016005128469,0.9889189600944519,normal
212,RoboArm,0.49205482006073,0.4975683953048425,0.9889189600944519,normal
213,RoboArm,0.5015743374824524,0.5071945808729836,0.9889189600944519,normal
214,RoboArm,0.594391942024231,0.6010522257227836,0.9889189600944519,normal
215,RoboArm,0.5419952869415283,0.5480684553664157,0.9889189600944519,normal
216,RoboArm,0.5476006269454956,0.5537366043555219,0.9889189600944519,normal
217,RoboArm,0.454523503780365,0.4596165329229337,0.9889189600944519,normal
218,RoboArm,0.44723010063171387,0.45224140569516313,0.9889189600944519,normal
219,RoboArm,0.44599565863609314,0.4509931315236346,0.9889189600944519,normal
220,RoboArm,0.507399320602417,0.5130848341242796,0.9889189600944519,normal
221,RoboArm,0.9783949851989746,0.9893581018059638,0.9889189600944519,normal
222,RoboArm,0.7849825620651245,0.7937784527765052,0.9889189600944519,normal
223,RoboArm,0.8257176280021667,0.8349699634875059,0.9889189600944519,normal
224,RoboArm,0.6612698435783386,0.668679507889282,0.9889189600944519,normal
225,RoboArm,0.7584500312805176,0.7669486195391357,0.9889189600944519,normal
226,RoboArm,0.4787271320819855,0.4840913678470298,0.9889189600944519,normal
227,RoboArm,0.47952932119369507,0.48490254565237084,0.9889189600944519,normal
228,RoboArm,0.4663178324699402,0.4715430194860477,0.9889189600944519,normal
229,RoboArm,0.7020535469055176,0.7099202009823579,0.9889189600944519,normal
230,RoboArm,0.6465736627578735,0.6538186533465989,0.9889189600944519,normal
231,RoboArm,0.5404664278030396,0.5465224650475096,0.9889189600944519,normal
232,RoboArm,0.4475516676902771,0.4525665759786134,0.9889189600944519,normal
233,RoboArm,0.4449752867221832,0.44996132613301654,0.9889189600944519,normal
234,RoboArm,0.7067221999168396,0.7146411672088281,0.9889189600944519,normal
235,RoboArm,0.5596868395805359,0.5659582454836138,0.9889189600944519,normal
236,RoboArm,0.49444544315338135,0.49998580581987906,0.9889189600944519,normal
237,RoboArm,0.45400843024253845,0.4590956878804063,0.9889189600944519,normal
238,RoboArm,0.4614183306694031,0.46658861776230165,0.9889189600944519,normal
239,RoboArm,0.6444819569587708,0.6517035095547324,0.9889189600944519,normal
240,RoboArm,0.8752155900001526,0.8850225603082386,0.9889189600944519,normal
241,RoboArm,0.7935158014297485,0.8024073088395025,0.9889189600944519,normal
242,RoboArm,0.7921606302261353,0.8010369526644284,0.9889189600944519,normal
243,RoboArm,0.7360291481018066,0.7442765057629276,0.9889189600944519,normal
244,RoboArm,0.6228013038635254,0.6297799202919939,0.9889189600944519,normal
245,RoboArm,0.5609896779060364,0.5672756823799354,0.9889189600944519,normal
246,RoboArm,0.5525038242340088,0.5586947429759451,0.9889189600944519,normal
247,RoboArm,0.5512294769287109,0.5574061163475548,0.9889189600944519,normal
248,RoboArm,0.5634275674819946,0.5697408890089249,0.9889189600944519,normal
249,RoboArm,0.5754841566085815,0.5819325746910716,0.9889189600944519,normal
250,RoboArm,0.5646278262138367,0.5709545968861887,0.9889189600944519,normal
251,RoboArm,0.4575943350791931,0.46272177351669763,0.9889189600944519,normal
252,RoboArm,0.5401874780654907,0.546240389620902,0.9889189600944519,normal
253,RoboArm,0.6105196475982666,0.6173606455476955,0.9889189600944519,normal
254,RoboArm,0.5842101573944092,0.590756352106558,0.9889189600944519,normal
255,RoboArm,0.6055043935775757,0.6122891945764128,0.9889189600944519,normal
256,RoboArm,0.6187746524810791,0.6257081494544101,0.9889189600944519,normal
257,RoboArm,0.6213696599006653,0.628332234464711,0.9889189600944519,normal
258,RoboArm,0.6003687977790833,0.6070960533730103,0.9889189600944519,normal
259,RoboArm,0.5905357003211975,0.597152774040044,0.9889189600944519,normal
260,RoboArm,0.6429253220558167,0.6501294322382197,0.9889189600944519,normal
261,RoboArm,0.6530548930168152,0.660372507120747,0.9889189600944519,normal
262,RoboArm,0.6393277645111084,0.6464915633228895,0.9889189600944519,normal
263,RoboArm,0.6552217602729797,0.6625636545692272,0.9889189600944519,normal
264,RoboArm,0.6639911532402039,0.671431310384408,0.9889189600944519,normal
265,RoboArm,0.6538878083229065,0.6612147554137838,0.9889189600944519,normal
266,RoboArm,0.6494123339653015,0.6566891324474919,0.9889189600944519,normal
267,RoboArm,0.6486079096794128,0.6558756944223864,0.9889189600944519,normal
268,RoboArm,0.6240898370742798,0.6310828917818229,0.9889189600944519,normal
269,RoboArm,0.6330522894859314,0.6401457703121279,0.9889189600944519,normal
270,RoboArm,0.5959755182266235,0.6026535462215243,0.9889189600944519,normal
271,RoboArm,0.6854001879692078,0.6930802377413666,0.9889189600944519,normal
272,RoboArm,0.7105417847633362,0.7185035512874303,0.9889189600944519,normal
273,RoboArm,0.7445608377456665,0.7529037947402215,0.9889189600944519,normal
274,RoboArm,0.6747721433639526,0.6823331037150961,0.9889189600944519,normal
275,RoboArm,0.5418655276298523,0.5479372420750216,0.9889189600944519,normal
276,RoboArm,0.9095985293388367,0.9197907675386876,0.9889189600944519,normal
277,RoboArm,0.8319677114486694,0.8412900804017429,0.9889189600944519,normal
278,RoboArm,0.7135396599769592,0.7215350183080814,0.9889189600944519,normal
279,RoboArm,0.5005608797073364,0.5061697670955037,0.9889189600944519,normal
280,RoboArm,0.4847462475299835,0.49017792871893695,0.9889189600944519,normal
281,RoboArm,0.480714350938797,0.4861008538989725,0.9889189600944519,normal
282,RoboArm,0.45850157737731934,0.4636391816509694,0.9889189600944519,normal
283,RoboArm,0.45214948058128357,0.45721590830668135,0.9889189600944519,normal
284,RoboArm,0.5980842709541321,0.6047859279561278,0.9889189600944519,normal
285,RoboArm,0.9219918251037598,0.932322932726156,0.9889189600944519,normal
286,RoboArm,0.8307971954345703,0.8401064485154787,0.9889189600944519,normal
287,RoboArm,0.8167901635169983,0.8259424649305808,0.9889189600944519,normal
288,RoboArm,0.7344831228256226,0.7427131569562302,0.9889189600944519,normal
289,RoboArm,0.6645863056182861,0.6720331315670308,0.9889189600944519,normal
290,RoboArm,0.47028565406799316,0.47555530133943036,0.9889189600944519,normal
291,RoboArm,0.4699990749359131,0.47526551102936015,0.9889189600944519,normal
292,RoboArm,0.4724740982055664,0.47776826744270356,0.9889189600944519,normal
293,RoboArm,0.7064991593360901,0.7144156274125962,0.9889189600944519,normal
294,RoboArm,0.6480943560600281,0.6553563863292988,0.9889189600944519,normal
295,RoboArm,0.5711780190467834,0.5775781859741369,0.9889189600944519,normal
296,RoboArm,0.4672756493091583,0.47251156885952383,0.9889189600944519,normal
297,RoboArm,0.4424125850200653,0.4473699088323783,0.9889189600944519,normal
298,RoboArm,0.7036490440368652,0.7115335759865091,0.9889189600944519,normal
299,RoboArm,0.5739701390266418,0.5804015922314016,0.9889189600944519,normal
300,RoboArm,0.4551987648010254,0.46029936038191566,0.9889189600944519,normal
301,RoboArm,0.45835378766059875,0.4634897359201418,0.9889189600944519,normal
302,RoboArm,0.4533659517765045,0.4584460103113034,0.9889189600944519,normal
303,RoboArm,0.6362033486366272,0.643332137727305,0.9889189600944519,normal
304,RoboArm,0.802604615688324,0.8115979651271596,0.9889189600944519,normal
305,RoboArm,0.7997450828552246,0.8087063906417982,0.9889189600944519,normal
306,RoboArm,0.7914823293685913,0.8003510513065667,0.9889189600944519,normal
307,RoboArm,0.73177570104599,0.7399753979599075,0.9889189600944519,normal
308,RoboArm,0.6198972463607788,0.6268433222289238,0.9889189600944519,normal
309,RoboArm,0.5591625571250916,0.5654280883356567,0.9889189600944519,normal
310,RoboArm,0.5398420691490173,0.5458911103266307,0.9889189600944519,normal
311,RoboArm,0.5442415475845337,0.5503398858209302,0.9889189600944519,normal
312,RoboArm,0.5494110584259033,0.5555673220922258,0.9889189600944519,normal
313,RoboArm,0.5659798383712769,0.5723217586173289,0.9889189600944519,normal
314,RoboArm,0.6233972311019897,0.6303825250174685,0.9889189600944519,normal
315,RoboArm,0.8749319314956665,0.8847357233519939,0.9889189600944519,normal
316,RoboArm,0.8102432489395142,0.8193221908316204,0.9889189600944519,normal
317,RoboArm,0.7315766215324402,0.739774087719551,0.9889189600944519,normal
318,RoboArm,0.5903944969177246,0.5970099884234558,0.9889189600944519,normal
319,RoboArm,0.6130411028862,0.6199103542596132,0.9889189600944519,normal
320,RoboArm,0.6545789241790771,0.6619136153649618,0.9889189600944519,normal
321,RoboArm,0.6881056427955627,0.6958160077442964,0.9889189600944519,normal
322,RoboArm,0.7122902870178223,0.7202716458685262,0.9889189600944519,normal
323,RoboArm,0.7075601816177368,0.7154885386666644,0.9889189600944519,normal
324,RoboArm,0.6678981781005859,0.6753821142601966,0.9889189600944519,normal
325,RoboArm,0.68587327003479,0.6935586207885852,0.9889189600944519,normal
326,RoboArm,0.6855570077896118,0.6932388147600427,0.9889189600944519,normal
327,RoboArm,0.6796498894691467,0.6872655059664678,0.9889189600944519,normal
328,RoboArm,0.6992791295051575,0.7071146956656278,0.9889189600944519,normal
329,RoboArm,0.6774299144744873,0.6850206556963837,0.9889189600944519,normal
330,RoboArm,0.6874983310699463,0.6952018909661547,0.9889189600944519,normal
331,RoboArm,0.685631275177002,0.6933139143287506,0.9889189600944519,normal
332,RoboArm,0.6782951354980469,0.6858955716990831,0.9889189600944519,normal
333,RoboArm,0.6857445240020752,0.693428432130151,0.9889189600944519,normal
334,RoboArm,0.657610297203064,0.6649789555458169,0.9889189600944519,normal
335,RoboArm,0.6927298903465271,0.7004920709381124,0.9889189600944519,normal
336,RoboArm,0.6313431859016418,0.6384175158714138,0.9889189600944519,normal
337,RoboArm,0.6086240410804749,0.6154437983698331,0.9889189600944519,normal
338,RoboArm,0.6112484931945801,0.618097658008498,0.9889189600944519,normal
339,RoboArm,0.6562168598175049,0.6635699044083748,0.9889189600944519,normal
340,RoboArm,0.6796193718910217,0.6872346464326168,0.9889189600944519,normal
341,RoboArm,0.9569128155708313,0.9676352200583113,0.9889189600944519,normal
342,RoboArm,0.8847023248672485,0.8946155959865006,0.9889189600944519,normal
343,RoboArm,0.7741620540618896,0.782836698760381,0.9889189600944519,normal
344,RoboArm,0.9494907259941101,0.9601299644446336,0.9889189600944519,normal
345,RoboArm,0.731326162815094,0.7395208225608748,0.9889189600944519,normal
346,RoboArm,0.5516325831413269,0.5578137394480134,0.9889189600944519,normal
347,RoboArm,0.5366069078445435,0.542619698375782,0.9889189600944519,normal
348,RoboArm,0.5470430254936218,0.5531727548649422,0.9889189600944519,normal
349,RoboArm,0.5608760118484497,0.5671607426708456,0.9889189600944519,normal
350,RoboArm,0.4487569332122803,0.4537853467481495,0.9889189600944519,normal
351,RoboArm,0.4499184489250183,0.4549598774828288,0.9889189600944519,normal
352,RoboArm,0.4356346130371094,0.4405159882822975,0.9889189600944519,normal
353,RoboArm,0.5217804908752441,0.5276271483614884,0.9889189600944519,normal
354,RoboArm,0.9224057793617249,0.9327415254265381,0.9889189600944519,normal
355,RoboArm,0.8617088794708252,0.8713645043154226,0.9889189600944519,normal
356,RoboArm,0.8201466202735901,0.8293365314739821,0.9889189600944519,normal
357,RoboArm,0.7547032237052917,0.7631598282160652,0.9889189600944519,normal
358,RoboArm,0.6464583277702332,0.6537020260067516,0.9889189600944519,normal
359,RoboArm,0.47415992617607117,0.4794729854616035,0.9889189600944519,normal
360,RoboArm,0.4724672734737396,0.477761366238356,0.9889189600944519,normal
361,RoboArm,0.46908923983573914,0.47434548104016155,0.9889189600944519,normal
362,RoboArm,0.6527174711227417,0.6600313043451007,0.9889189600944519,normal
363,RoboArm,0.7650290131568909,0.7736013202576506,0.9889189600944519,normal
364,RoboArm,0.44703394174575806,0.4520430488086321,0.9889189600944519,normal
365,RoboArm,0.4370791018009186,0.4419766628391603,0.9889189600944519,normal
366,RoboArm,0.5528059005737305,0.5590002041430491,0.9889189600944519,normal
367,RoboArm,0.5986706018447876,0.6053788288047469,0.9889189600944519,normal
